CUI_ID,DrugBankID,DrugName
C0059752,DB12131,vinpocetine
C4079610,DB12132,vanutide cridificar
C4519320,DB12133,blxa4
C4309999,DB12134,gepotidacin
C4519321,DB12135,elubrixin
C3712253,DB12136,solnatide
C2934026,DB12137,gsk-256066
C3489985,DB12138,pf-03715455
C1567950,DB12139,alisporivir
C3272846,DB12140,dilmapimod
C3896940,DB12141,gilteritinib
C4055111,DB12142,duligotuzumab
C4519322,DB12143,rezatomidine
C1098058,DB12144,bms-275183
C2742868,DB12145,azd-0328
C3467794,DB12146,rigosertib
C4519323,DB12147,erdafitinib
C0065936,DB12148,menatetrenone
C1134613,DB12149,s-3304
C0045712,DB12150,pelubiprofen
C3886763,DB12151,brincidofovir
C4054022,DB12152,simtuzumab
C0010725,DB12153,citicoline
C4519324,DB12154,itacitinib
C4287809,DB12155,napabucasin
C0056331,DB12156,cordycepin
C4519593,DB12157,fasinumab
C4045514,DB12158,filorexant
C3660996,DB12159,dupilumab
C0073917,DB12160,bucillamine
C4277781,DB12161,deutetrabenazine
C4310411,DB12162,hx-1171
C0286592,DB12163,sarpogrelate
C4519078,DB12165,presatovir
C4053573,DB12167,ly-3023414
C1873177,DB12168,mk-0557
C3658667,DB12169,tralokinumab
C4519079,DB12170,veledimex
C4519080,DB12171,atu-027
C0028095,DB12172,nimorazole
C0058379,DB12173,diphencyprone
C2703140,DB12174,cudc-101
C0077030,DB12176,tricaprylin
C1880540,DB12177,eplivanserin
C2699908,DB12178,telinavir
C0074247,DB12179,secoisolariciresinol
C4519081,DB12180,apitolisib
C2713495,DB12181,dalcetrapib
C0021758,DB12182,binetrakin
C3486572,DB12182,binetrakin
C2700009,DB12183,sapitinib
C0066624,DB12184,gepirone
C0965941,DB12185,exatecan
C4519082,DB12186,srt-2104
C4519083,DB12187,abacavir hydroxyacetate
C4519085,DB12188,zicronapine
C3177463,DB12189,etrolizumab
C0541153,DB12190,faropenem
C2713011,DB12191,obatoclax
C4519086,DB12192,emeramide
C1174691,DB12193,ajulemic acid
C0074442,DB12194,atamestane
C0965393,DB12195,vp-14637
C4519087,DB12196,cp-866087
C4329366,DB12197,auriclosene
C4505912,DB12198,fosdagrocorat
C4519731,DB12199,trv-120027
C2987651,DB12200,tivantinib
C3489899,DB12201,pf-03654746
C1831978,DB12202,zalutumumab
C3886388,DB12203,tozadenant
C0675080,DB12204,terbogrel
C2980089,DB12205,ganitumab
C4519088,DB12206,n-6022
C4045487,DB12207,verdinexor
C2947549,DB12208,iron isomaltoside 1000
C3713987,DB12209,tirasemtiv
C4519089,DB12210,azd-6280
C1870441,DB12211,psi-697
C0905464,DB12212,landiolol
C2350723,DB12213,etaracizumab
C2933904,DB12214,luseogliflozin
C0049289,DB12216,bergapten
C4519090,DB12218,azd-5363
C4519091,DB12219,gsk-424887
C1957892,DB12220,org-25935
C0006882,DB12221,canrenone
C0293658,DB12222,lurtotecan
C0075093,DB12223,squaric acid dibutyl ester
C0046502,DB12224,oxothiazolidinecarboxylic acid
C4045497,DB12225,beclabuvir
C0654036,DB12226,terameprocol
C4519092,DB12227,tetulomab tetraxetan lu-177
C2713633,DB12228,telcagepant
C4519093,DB12229,cerlapirdine
C0054222,DB12230,bunazosin
C0000714,DB12231,temefos
C0534775,DB12232,krn-7000
C1872427,DB12233,iguratimod
C0879424,DB12234,bms-214662
C0014899,DB12235,estetrol
C4519094,DB12236,bexagliflozin
C0914699,DB12237,gw-274150
C3179437,DB12238,mk-0777
C2354713,DB12239,balicatib
C4078806,DB12240,polatuzumab vedotin
C2827535,DB12241,tak-733
C1832037,DB12242,azd-7762
C0070694,DB12243,edaravone
C4519095,DB12244,cp-601927
C0077071,DB12245,triclabendazole
C4078374,DB12246,inclacumab
C4519096,DB12247,azd-4547
C0077497,DB12248,tulobuterol
C0293742,DB12249,stem bromelain
C2699335,DB12250,cixutumumab
C0129044,DB12251,moxaverine
C4519097,DB12252,pg-701
C4087027,DB12253,gdc-0810
C1134654,DB12254,abt-751
C4519730,DB12255,vadadustat
C4519729,DB12256,bamosiran
C0032207,DB12257,platinum
C1171558,DB12257,platinum
C1553253,DB12257,platinum
C4519646,DB12258,abicipar pegol
C4519098,DB12259,cg-200745
C4519099,DB12260,radiprodil
C4519598,DB12261,ascrinvacumab
C4519100,DB12262,crs-3123
C2698341,DB12263,begacestat
C0210243,DB12264,atevirdine
C0060304,DB12265,fexinidazole
C4519101,DB12266,epofolate
C4287815,DB12267,brigatinib
C2825730,DB12268,carmegliptin
C4507444,DB12269,pf-06273340
C3272847,DB12270,losmapimod
C4519102,DB12271,ore-1001
C3502025,DB12272,vidupiprant
C1099053,DB12273,ecopipam
C4043101,DB12274,aducanumab
C4331277,DB12275,seviteronel
C0919349,DB12276,apomine
C0376892,DB12277,polihexanide
C0138666,DB12278,propiverine
C3661318,DB12279,obp-801
C3852602,DB12280,azd-5423
C4086553,DB12281,luspatercept
C3899400,DB12282,defactinib
C2828302,DB12283,balapiravir
C4519103,DB12284,ly-2608204
C4307343,DB12285,verubecestat
C0287806,DB12286,simendan
C3273100,DB12287,talsaclidine
C3657331,DB12288,piromelatine
C3489971,DB12289,darexaban
C0072591,DB12290,puerarin
C0217598,DB12291,tacedinaline
C1872192,DB12292,barusiban
C0027556,DB12293,nefopam
C2987420,DB12294,anrukinzumab
C4519104,DB12295,evodenoson
C3827124,DB12296,gs-5745
C4520211,DB12297,glpg-0187
C0049244,DB12298,5-(hydroxymethyl)-2-furaldehyde
C3493805,DB12299,bavisant
C0303973,DB12300,p-nitrobiphenyl
C4045491,DB12301,doravirine
C1327906,DB12302,cp-724714
C4519105,DB12303,motolimod
C3642459,DB12304,entolimod
C4276542,DB12305,dasotraline
C3852695,DB12306,cipargamin
C2973987,DB12307,foretinib
C0033008,DB12308,eltanolone
C1505431,DB12309,gi-181771x
C0040815,DB12310,trehalose
C4519106,DB12311,cp1-1189
C1098849,DB12312,org-25435
C0058702,DB12313,dopexamine
C0055470,DB12314,chlorproguanil
C1311390,DB12316,9cuab30
C4331496,DB12317,vanucizumab
C1541473,DB12318,bms-599626
C0005035,DB12319,benzbromarone
C2745017,DB12320,palovarotene
C0287939,DB12321,ifetroban
C4519107,DB12322,gw-870086
C3273827,DB12323,radotinib
C4086509,DB12325,idasanutlin
C2742029,DB12326,antroquinonol
C0290983,DB12327,salvinorin a
C0006886,DB12328,cantharidin
C4045520,DB12329,eravacycline
C3713826,DB12330,blisibimod
C4519108,DB12331,labetuzumab govitecan
C3661315,DB12332,rucaparib
C0966150,DB12333,spk-843
C2713557,DB12334,milataxel
C2346819,DB12335,tanezumab
C3641627,DB12336,gdc-0917
C4319543,DB12337,n-acetylsulfanilyl chloride
C1871983,DB12338,carisbamate
C2825634,DB12339,radezolid
C2975395,DB12340,navitoclax
C4519109,DB12341,ly-2456302
C2983727,DB12342,ensituximab
C0076079,DB12343,temocillin
C2981359,DB12344,fezakinumab
C4278519,DB12345,mbx-2982
C4519597,DB12346,vatelizumab
C2002882,DB12347,cg-400549
C3886195,DB12348,"5-amino-1,3,4-thiadiazole-2-thiol"
C1522480,DB12349,dulanermin
C1701750,DB12350,rostafuroxin
C0061092,DB12351,siagoside
C0209891,DB12352,bizelesin
C3886069,DB12353,ulodesine
C1505698,DB12354,imrecoxib
C3852776,DB12355,netazepide
C4519110,DB12356,fletikumab
C2830087,DB12357,bms-863233
C0014035,DB12358,enbucrilate
C2713628,DB12359,biib021
C3489901,DB12360,pf-03654764
C1721912,DB12361,piclozotan
C4046712,DB12362,diaminohydroxypropanetetraacetic acid
C4519591,DB12363,dusigitumab
C2698385,DB12364,betrixaban
C4316935,DB12365,perzinfotel
C4519728,DB12366,vestronidase alfa
C3885546,DB12367,selurampanel
C4519111,DB12368,azd-3839
C2742796,DB12369,sotrastaurin
C0757797,DB12370,ipamorelin
C3657824,DB12371,siponimod
C4519727,DB12373,isunakinra
C4519112,DB12374,velmanase alfa
C1674632,DB12375,oglemilast
C3492270,DB12376,ricolinostat
C4317244,DB12377,relebactam
C1737955,DB12378,apricoxib
C0063469,DB12379,indirubin
C2981796,DB12380,gdc-0152
C4287805,DB12381,merestinib
C2003499,DB12382,r-306465
C1328172,DB12383,cytochlor
C0961890,DB12384,ar-67
C0044680,DB12385,10-hydroxycamptothecin
C4519113,DB12386,bacillus calmette-guerin substrain danish 1331 live antigen
C2703121,DB12387,osi-027
C4519114,DB12388,evocalcet
C4519115,DB12389,zamicastat
C3492258,DB12390,mbx-8025
C2355512,DB12391,sagopilone
C2935131,DB12392,resminostat
C1880730,DB12393,fanapanel
C4519116,DB12394,eleclazine
C2716523,DB12395,esreboxetine
C2987643,DB12396,fresolimumab
C4519117,DB12397,dsm-265
C4489759,DB12398,naproxen etemesil
C4519118,DB12399,polmacoxib
C4053856,DB12400,voxtalisib
C0054138,DB12401,bromperidol
C1956366,DB12402,pumosetrag
C0036147,DB12403,samarium
C3179470,DB12404,remimazolam
C0077069,DB12405,triciribine
C0243902,DB12406,lisofylline
C0296806,DB12407,iobitridol
C4519119,DB12408,pf-03635659
C4044785,DB12409,vatreptacog alfa
C0664590,DB12410,sabarubicin
C4519120,DB12411,r-428
C3501981,DB12412,gemigliptin
C4519726,DB12413,indusatumab vedotin
C4519121,DB12414,usistapide
C1569219,DB12415,galeterone
C3661001,DB12416,vtp-27999
C3272640,DB12417,anagliptin
C0036023,DB12418,saccharin
C3489909,DB12419,hsd-016
C1527794,DB12420,diazepinomicin
C4519725,DB12421,somavaratan
C0163159,DB12422,sulforaphane
C0914668,DB12423,fozivudine tidoxil
C2933334,DB12424,mk-3207
C0338103,DB12425,liothyronine i-131
C3661292,DB12426,bitopertin
C2983799,DB12427,orvepitant
C3177712,DB12428,pac-14028
C1134610,DB12429,ci-1040
C3884827,DB12430,bc-3781
C0021757,DB12431,muplestim
C1707079,DB12432,cc-401
C4519122,DB12433,sch-900271
C0651474,DB12434,steviolbioside
C2699952,DB12435,tipelukast
C0533391,DB12436,vofopitant
C4519123,DB12438,filociclovir
C4519124,DB12439,ioforminol
C4519125,DB12440,verdiperstat
C4519666,DB12441,tavilermide
C1527262,DB12442,alvespimycin
C1260028,DB12443,sonedenoson
C0076380,DB12444,theanine
C0531264,DB12445,nitroaspirin
C3272639,DB12446,derenofylline
C0286402,DB12447,nadifloxacin
C0125829,DB12448,lifibrol
C0045283,DB12449,tempol
C3272771,DB12449,tempol
C0033501,DB12450,propyl gallate
C2742152,DB12451,scy-635
C0044551,DB12452,caprylic alcohol
C0055370,DB12453,chlorine dioxide
C3640179,DB12453,chlorine dioxide
C1882258,DB12454,zalypsis
C2983838,DB12455,omadacycline
C4043705,DB12456,bococizumab
C4519126,DB12457,rimegepant
C0026818,DB12458,muscimol
C0762737,DB12459,belotecan
C2352201,DB12460,conbercept
C4519127,DB12461,glpg-0492
C4508023,DB12462,ralinepag
C2713560,DB12463,semagacestat
C4519128,DB12464,bevenopran
C0022616,DB12465,ketanserin
C1138226,DB12466,favipiravir
C3177725,DB12467,tu-100
C4519129,DB12468,pf-04531083
C0389490,DB12470,dexelvucitabine
C3252332,DB12471,mk-3118
C0125654,DB12472,levodropropizine
C0144567,DB12473,taurolidine
C0024321,DB12474,lynestrenol
C0049759,DB12475,biphenyl dimethyl dicarboxylate
C4519130,DB12476,cpg-52852
C4519131,DB12477,perfluoro tert-butylcyclohexane
C0031979,DB12478,piribedil
C2826065,DB12479,zabofloxacin
C0053530,DB12480,betulinic acid
C0004749,DB12481,barium
C4317155,DB12482,acotiamide
C4049141,DB12483,copanlisib
C0039677,DB12484,tetrahydrouridine
C0071072,DB12485,pimonidazole
C3659266,DB12486,elobixibat
C0072151,DB12487,promestriene
C4288736,DB12489,mirvetuximab soravtansine
C4519664,DB12490,forigerimod
C3852688,DB12491,fasiglifam
C0031982,DB12492,piritramide
C2352293,DB12493,pd-217014
C2742218,DB12494,sgi-1776
C4519663,DB12495,selepressin
C0913630,DB12497,alagebrium
C2987603,DB12498,mogamulizumab
C3886623,DB12500,fedratinib
C3713865,DB12501,abt-384
C3640124,DB12504,jnj-40346527
C4520212,DB12505,e-7820
C2825250,DB12506,fenamole
C4519133,DB12507,atecegatran metoxil
C2347523,DB12508,e7107
C3501765,DB12509,imeglimin
C0030106,DB12510,ozone
C3640178,DB12510,ozone
C2827195,DB12511,imiglitazar
C4519134,DB12512,verucerfont
C4519135,DB12513,omaveloxolone
C4519136,DB12514,iofolastat i-123
C0214192,DB12515,9-aminocamptothecin
C2933903,DB12517,pf-00446687
C0072953,DB12518,raclopride
C0036228,DB12519,sarcosine
C4287798,DB12520,plozalizumab
C0044438,DB12521,methyl pyrrolidone
C4519137,DB12522,toreforant
C0171302,DB12523,mizolastine
C4279366,DB12524,bi-671800
C0218633,DB12525,molgramostim
C4519138,DB12526,batefenterol
C2825241,DB12527,sofinicline
C0077088,DB12528,glyceryl trierucate
C0028137,DB12529,nitrite
C0523792,DB12529,nitrite
C3848529,DB12529,nitrite
C4519594,DB12530,inebilizumab
C0286536,DB12531,lobucavir
C0069758,DB12532,oxetacaine
C2699167,DB12533,cevipabulin
C2987425,DB12534,mavrilimumab
C4519139,DB12535,ac-430
C0067742,DB12536,n-acetylmannosamine
C0005064,DB12537,benzodiazepine
C0373486,DB12537,benzodiazepine
C3536850,DB12537,benzodiazepine
C4048284,DB12537,benzodiazepine
C0664922,DB12538,nepadutant
C0069456,DB12539,oltipraz
C1569605,DB12540,lecozotan
C3853940,DB12541,sar-405838
C4519140,DB12542,gsk-356278
C4277369,DB12543,samidorphan
C0063479,DB12545,indobufen
C4519141,DB12547,ly-2886721
C4489760,DB12548,sparsentan
C0280970,DB12549,pyrazoloacridine
C4282368,DB12550,taladegib
C0063327,DB12551,idazoxan
C0060507,DB12553,fluocinolone
C0065832,DB12554,mebeverine
C2744299,DB12555,nelotanserin
C2932550,DB12556,mk-5108
C4519142,DB12557,fk-614
C1506057,DB12558,aee-788
C1831886,DB12559,ec-17
C3885232,DB12560,blosozumab
C4519143,DB12561,wnt-974
C3714170,DB12562,setipiprant
C2351028,DB12563,mk-0686
C2697495,DB12564,gemcitabine elaidate
C3537177,DB12565,abexinostat
C4045833,DB12566,decernotinib
C4519144,DB12567,camicinal
C3888078,DB12568,tecemotide
C2975517,DB12569,tonapofylline
C2985184,DB12570,cc-223
C2828266,DB12571,rimacalib
C2698773,DB12572,pexacerfont
C4519145,DB12573,ly-2452473
C0299219,DB12574,ly-295501
C4519146,DB12575,ronopterin
C3493333,DB12576,azd-3043
C0056154,DB12577,fosbretabulin
C4519662,DB12578,lexaptepid pegol
C3500970,DB12579,jnj-37822681
C4519147,DB12580,tradipitant
C2987000,DB12581,ozarelix
C0071112,DB12582,piperine
C0065601,DB12583,maltodextrin
C3899948,DB12584,bimagrumab
C4520213,DB12585,ondelopran
C0796616,DB12586,anhydrovinblastine
C2827321,DB12587,razupenem
C2745423,DB12588,azd-1480
C2742509,DB12589,dacetuzumab
C1173066,DB12590,indiplon
C2987343,DB12591,bms-911543
C4053648,DB12592,ec-18
C0095568,DB12593,apaziquone
C4519148,DB12594,azd-9056
C4519149,DB12595,na-1
C0056152,DB12596,combretastatin
C4519150,DB12597,abl-001
C0207683,DB12598,nafamostat
C4317116,DB12601,sonolisib
C0217385,DB12602,pentetreotide
C0037209,DB12604,sisomicin
C4519151,DB12605,etripamil
C0098659,DB12606,netivudine
C4519592,DB12607,diridavumab
C3884966,DB12608,emixustat
C4519596,DB12609,tovetumab
C0058903,DB12610,ebselen
C4049082,DB12611,pf-477736
C4278675,DB12612,ozanimod
C0966140,DB12613,davunetide
C1506748,DB12614,reparixin
C3502652,DB12615,plazomicin
C3886604,DB12616,sprifermin
C0128608,DB12617,mizoribine
C0050465,DB12618,apocynin
C0879485,DB12619,bms-188797
C0027752,DB12620,nerve growth factor
C0027754,DB12620,nerve growth factor
C1417719,DB12620,nerve growth factor
C1522443,DB12620,nerve growth factor
C1571151,DB12620,nerve growth factor
C4522123,DB12620,nerve growth factor
C2930742,DB12621,st-101
C0065254,DB12622,lupeol
C4519152,DB12623,taprenepag
C0069351,DB12624,octenidine
C4279601,DB12625,evogliptin
C4519661,DB12626,senrebotase
C4519153,DB12627,gsk-1292263
C4519154,DB12628,methyl-d9-choline
C0218166,DB12629,"3,5-diiodothyropropionic acid"
C4519155,DB12630,isopentyl 2-cyanoacrylate
C4519648,DB12631,aclerastide
C4043598,DB12632,jnj-41443532
C0796479,DB12633,bms-184476
C4519595,DB12634,navicixizumab
C2697983,DB12635,aleplasinin
C4331271,DB12636,samalizumab
C0069492,DB12637,onapristone
C4310558,DB12638,pu-h71
C4519156,DB12639,telbermin
C0879599,DB12640,cp-609754
C4519157,DB12641,tedatioxetine
C4519158,DB12642,olumacostat glasaretil
C4330822,DB12643,nelivaptan
C4519159,DB12644,azd-2066
C2987670,DB12645,givinostat
C0949647,DB12647,tocotrienol
C4519660,DB12648,nona-arginine
C3489855,DB12649,ibipinabant
C4519160,DB12650,l-deprenyl-d2 c-11
C0762434,DB12651,bardoxolone
C0079281,DB12652,endothelin-1
C2825886,DB12652,endothelin-1
C4316927,DB12652,endothelin-1
C4519161,DB12654,gsk-376501
C4519162,DB12655,patidegib
C0037668,DB12656,somatorelin
C1961852,DB12656,somatorelin
C4519163,DB12657,jnj-42396302
C2743634,DB12658,afn-1252
C4519164,DB12659,sj-733
C4044444,DB12660,samatasvir
C0077857,DB12661,urapidil
C1876212,DB12662,naveglitazar
C0215321,DB12663,letrazuril
C2002477,DB12664,indantadol
C3891959,DB12665,isoquercetin
C1610768,DB12666,emapunil
C0033705,DB12667,protionamide
C2983984,DB12668,metenkefalin
C2983752,DB12669,4sc-203
C0166128,DB12670,rolofylline
C1454350,DB12671,beloranib
C1567768,DB12672,icaritin
C4519165,DB12673,atx-914
C3898565,DB12674,lurbinectedin
C4519166,DB12675,pf-04995274
C4519172,DB12676,modufolin
C1328702,DB12677,soblidotin
C4045486,DB12678,relamorelin
C4520214,DB12679,wp 1066
C4508906,DB12680,intepirdine
C0297001,DB12681,salirasib
C1881910,DB12682,mubritinib
C4310393,DB12683,lumretuzumab
C1450556,DB12684,aviscumine
C4519173,DB12685,k-134
C2934490,DB12686,pha-793887
C4519174,DB12687,vesatolimod
C2717021,DB12688,moxetumomab pasudotox
C4519175,DB12689,azeliragon
C4519176,DB12690,ly-2584702
C3180872,DB12691,uk-432097
C0284559,DB12692,gusperimus
C0085260,DB12693,ritanserin
C4278925,DB12694,ce-326597
C0070558,DB12695,phenethyl isothiocyanate
C2975377,DB12696,bms-582949
C0074299,DB12697,methylselenocysteine
C1434792,DB12698,ibalizumab
C3871462,DB12699,balugrastim
C0526881,DB12700,solamargine
C1881068,DB12701,intetumumab
C2827343,DB12702,velusetrag
C4519177,DB12703,omipalisib
C0143266,DB12704,spiradoline
C4519178,DB12705,cenerimod
C4507489,DB12706,seletalisib
C2001522,DB12707,ar-42
C0075628,DB12708,sulprostone
C0077025,DB12709,tributyrin
C0030969,DB12710,perazine
C3252791,DB12711,ltx-109
C0164155,DB12712,pilsicainide
C3896939,DB12713,sotagliflozin
C2745299,DB12714,nerispirdine
C2347544,DB12715,msx-122
C4490519,DB12716,nb-001
C4519179,DB12717,mibampator
C2346793,DB12718,carlumab
C2825675,DB12719,turofexorate isopropyl
C3273880,DB12720,nivocasan
C4519180,DB12721,ro-5028442
C4519181,DB12722,n-sulfoglucosamine sulfohydrolase recombinant
C4519182,DB12724,azd-7295
C3661040,DB12725,td-8954
C1172255,DB12726,monteplase
C0163054,DB12727,perfosfamide
C0060192,DB12728,fenpropidin
C3896911,DB12729,asp-3026
C0082338,DB12730,dolastatin 10
C3642367,DB12731,daporinad
C2700183,DB12732,firategrast
C4042416,DB12733,dipraglurant
C2698134,DB12734,demcizumab
C0059682,DB12736,etanidazole
C4053715,DB12737,brontictuzumab
C4520215,DB12738,tiplimotide
C0212997,DB12739,bindarit
C3273208,DB12740,cc-115
C4519183,DB12741,dtp-348
C2987655,DB12742,amuvatinib
C4519184,DB12743,z-160
C4519185,DB12744,cgi-1842
C4519186,DB12745,gsk-690693
C3852612,DB12746,akn-028
C4331403,DB12747,tertomotide
C2983745,DB12748,ltx-315
C0047625,DB12749,butylphthalide
C0083536,DB12750,n-omega-nitro-l-arginine methyl ester
C0065583,DB12751,malic acid
C0054196,DB12752,bucindolol
C0170737,DB12753,racivir
C0021966,DB12754,iodide
C0658619,DB12755,zoptarelin doxorubicin
C2826371,DB12756,tak-901
C1871457,DB12757,pelitrexol
C0384233,DB12758,atreleuton
C4519738,DB12759,suptavumab
C4519202,DB12760,gw-493838
C1527174,DB12761,timcodar
C4519203,DB12762,rabacfosadine
C4520216,DB12763,mk-1496
C2933332,DB12764,abc-294640
C0066256,DB12765,methyl isocyanate
C0056686,DB12766,cicletanine
C0166720,DB12767,gaxilose
C0004886,DB12768,bcg vaccine
C0307852,DB12768,bcg vaccine
C0048852,DB12769,lometrexol
C0172827,DB12770,lafutidine
C0243264,DB12771,hydroxytyrosol
C2986882,DB12773,sifalimumab
C4519204,DB12774,azd-8055
C4519733,DB12775,abituzumab
C4519205,DB12776,e-6005
C3490883,DB12777,somatoprim
C4519206,DB12778,rivipansel
C0062705,DB12779,higenamine
C0072865,DB12780,quinfamide
C1566435,DB12781,balaglitazone
C2934099,DB12782,sch-486757
C0005014,DB12783,benserazide
C3273826,DB12784,ns-018
C4519207,DB12785,furaprevir
C4519208,DB12786,alvircept sudotox
C0028355,DB12787,norethandrolone
C4519753,DB12788,glucagon-like peptide ii
C0012471,DB12789,dinoprost
C2931958,DB12791,laninamivir
C2934611,DB12792,boscalid
C3273430,DB12793,condoliase
C4519209,DB12794,p-quaterphenyl
C4079957,DB12795,cmx-2043
C4519210,DB12796,mrx-i
C1831744,DB12797,ecromeximab
C4519211,DB12798,relenopride
C0916124,DB12799,laniquidar
C4519212,DB12800,chf-6001
C0961664,DB12802,picropodophyllin
C0012075,DB12803,dichloroisoproterenol
C0053006,DB12804,daniquidone
C1870723,DB12805,ataciguat
C3177195,DB12806,gsk-1004723
C2742795,DB12807,naptumomab estafenatox
C4519213,DB12808,trifarotene
C4319599,DB12809,bk-mda
C4519214,DB12810,an-2718
C2606503,DB12812,palomid 529
C0303282,DB12813,radium ra-223
C3871458,DB12814,cepeginterferon alfa-2b
C4519735,DB12815,crotedumab
C0076129,DB12816,terpinen-4-ol
C4519225,DB12817,zoliflodacin
C1328200,DB12818,nm-3
C4519226,DB12819,gsi-136
C3494079,DB12820,concizumab
C0665540,DB12821,perflubutane
C0030298,DB12822,pancreatic polypeptide
C0063017,DB12822,pancreatic polypeptide
C0202158,DB12822,pancreatic polypeptide
C1418856,DB12822,pancreatic polypeptide
C2932026,DB12823,tecarfarin
C4086595,DB12824,monalizumab
C4482908,DB12825,lefamulin
C1872017,DB12826,depatuxizumab
C4045546,DB12827,indoximod
C0039834,DB12829,amithiozone
C3827125,DB12830,cebranopadol
C0085231,DB12831,gabexate
C0032949,DB12832,prednimustine
C0074676,DB12833,tandospirone
C0074246,DB12834,secnidazole
C4278198,DB12835,olipudase alfa
C4278621,DB12836,grapiprant
C4519227,DB12837,uk-500001
C0076337,DB12838,tetrasul
C4519229,DB12839,pegvaliase
C3272437,DB12840,pirnabine
C1367656,DB12841,glial growth factor 2
C4319619,DB12841,glial growth factor 2
C0758797,DB12842,pegamotecan
C0069397,DB12843,oleandrin
C2987428,DB12844,rontalizumab
C2987611,DB12845,amatuximab
C0073076,DB12846,reproterol
C0966748,DB12847,pyroxamide
C2703125,DB12848,pf-04217903
C4077748,DB12849,clazakizumab
C0298617,DB12850,etalocib
C3659360,DB12851,miravirsen
C1708824,DB12852,mk-0752
C3886497,DB12853,da-6886
C3884432,DB12854,bms-908662
C1743759,DB12855,apricitabine
C0076425,DB12856,timonacic
C4519230,DB12857,nvp-leq-506
C4519231,DB12858,ly-377604
C0039297,DB12859,tantalum
C0001246,DB12860,actinium
C2981297,DB12861,rimeporide
C0017735,DB12862,glucose oxidase
C0130137,DB12863,sivelestat
C0025217,DB12864,melarsoprol
C3713906,DB12865,etelcalcetide
C4045466,DB12866,pradigastat
C0005013,DB12867,benperidol
C0217476,DB12868,intoplicine
C0285984,DB12869,eliprodil
C0054252,DB12870,buthionine sulfoximine
C4519752,DB12871,burlulipase
C4291409,DB12872,vonicog alfa
C0011967,DB12873,dianhydrogalactitol
C2980091,DB12874,quizartinib
C4041709,DB12875,mavatrep
C3491774,DB12876,gs-9256
C0134337,DB12877,oxatomide
C4317317,DB12878,av-101
C2744234,DB12879,omigapil
C0085295,DB12880,interleukin-10
C1522550,DB12880,interleukin-10
C1699802,DB12880,interleukin-10
C2983956,DB12880,interleukin-10
C0063491,DB12881,indole-3-carbinol
C3714810,DB12882,ombrabulin
C0082384,DB12883,eltoprazine
C4519236,DB12884,lavoltidine
C4519237,DB12885,cf-102
C3253174,DB12886,gsk-1521498
C4086895,DB12887,tazemetostat
C4519238,DB12888,ezutromid
C4519749,DB12889,velneperit
C0058038,DB12890,dihydrexidine
C3885499,DB12891,ozanezumab
C4519239,DB12892,mgb-bp-3
C4086837,DB12893,sacituzumab govitecan
C0286114,DB12894,raluridine
C4519240,DB12895,td-139
C3180101,DB12896,psi-352938
C4519241,DB12897,mk-7622
C0013668,DB12898,calcitonin eel
C3493335,DB12899,tt-301
C3254380,DB12900,irdabisant
C0045211,DB12901,fiacitabine
C0077375,DB12902,trofosfamide
C3827127,DB12903,debio-1347
C4519242,DB12904,zstk-474
C0677942,DB12905,samarium sm-153
C4519748,DB12906,ly-2334737
C0024742,DB12907,mannose
C1831593,DB12908,denenicokin
C2979805,DB12909,factor xiii (human)
C4519243,DB12910,emicerfont
C0770962,DB12911,nicoboxil
C0796399,DB12912,nolatrexed
C3852499,DB12914,mgl-3196
C2699456,DB12915,corticorelin acetate
C0026252,DB12916,mitolactol
C4519734,DB12917,bimekizumab
C4519244,DB12919,t-62
C4519747,DB12920,pinometostat
C0049111,DB12921,chlorsulfaquinoxaline
C0016986,DB12923,gallopamil
C2983945,DB12924,ozenoxacin
C1880474,DB12925,crolibulin
C0068978,DB12926,cafedrine
C0068955,DB12927,theodrenaline
C4519245,DB12928,get-73
C3177688,DB12929,jnj-39220675
C0029105,DB12930,opipramol
C0060177,DB12931,fenobam
C4519746,DB12932,merotocin
C4519246,DB12933,ro-4987655
C4519247,DB12934,granotapide
C2605528,DB12935,remogliflozin etabonate
C4519248,DB12937,quercetin-3'-o-phosphate
C0961780,DB12938,isoxaflutole
C0068758,DB12939,nikkomycin z
C0303667,DB12940,helium he-3
C3641866,DB12941,odm-201
C0064585,DB12942,lactitol
C2716103,DB12943,milatuzumab
C0031566,DB12944,phloroglucinol
C0012271,DB12945,dihydralazine
C0088321,DB12946,"8-cyclopentyl-1,3-dipropylxanthine"
C0048808,DB12947,doxifluridine
C0094556,DB12948,didox
C4519260,DB12949,pf-03382792
C4519261,DB12950,albusomatropin
C0619323,DB12951,pivagabine
C4519262,DB12952,methylprednisone
C4519263,DB12953,disitertide
C0145184,DB12954,terizidone
C4519264,DB12955,delparantag
C3273041,DB12956,vantictumab
C0049174,DB12957,5-fluoro-2'-deoxycytidine
C0139007,DB12958,prothipendyl
C4519265,DB12959,iowh-032
C3178494,DB12960,incb-9471
C0023546,DB12961,leukotriene b4
C3538778,DB12961,leukotriene b4
C1433879,DB12962,cp-547632
C4519266,DB12963,ccx-354
C0758799,DB12964,lerisetron
C0037125,DB12965,silver
C0947651,DB12965,silver
C1305285,DB12965,silver
C2825367,DB12966,falnidamol
C0026251,DB12967,mitoguazone
C0617665,DB12968,donu
C1869488,DB12969,methylinositol
C4224757,DB12970,levoglucose
C1698269,DB12971,pactimibe
C0376202,DB12972,sepranolone
